PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon,AQI,Major pollutants,id
26.610001,41.660000,9.390000,7.530000,0.890000,54.849998,0.530000,0.410000,293.989990,72.000000,82745.226562,27.64,102.02,41.660000,PM10,5538
28.500000,45.099998,9.630000,7.920000,0.880000,55.139999,0.290000,0.360000,292.940002,75.849998,81180.062500,27.64,102.17,45.099998,PM10,5539
31.379999,47.349998,8.690000,6.620000,0.740000,57.110001,-2.430000,1.710000,287.549988,90.800003,73874.023438,27.65,102.32,47.349998,PM10,5540
30.540001,45.750000,7.970000,5.520000,0.670000,58.950001,-2.450000,1.510000,288.079987,87.510002,74927.781250,27.65,102.47,45.750000,PM10,5541
28.129999,44.340000,8.090000,5.510000,0.650000,60.880001,-1.550000,0.820000,290.839996,75.739998,77722.398438,27.65,102.63,44.340000,PM10,5542
30.240000,46.730000,8.610000,5.280000,0.630000,63.340000,-3.360000,2.490000,287.790009,84.639999,73586.929688,27.66,102.78,46.730000,PM10,5543
33.500000,49.310001,9.240000,4.900000,0.590000,67.089996,-3.300000,2.130000,286.029999,92.139999,72069.359375,27.66,102.93,49.310001,PM10,5544
35.500000,52.480000,11.150000,5.380000,0.590000,70.709999,-1.550000,0.010000,290.279999,83.269997,78310.500000,27.66,103.09,51.239998,PM10,5545
36.720001,56.049999,13.160000,5.910000,0.620000,77.129997,-0.880000,-0.920000,293.660004,73.190002,82868.640625,27.67,103.24,53.025002,PM10,5546
25.270000,36.349998,9.430000,3.010000,0.480000,62.840000,-2.670000,2.400000,285.690002,93.580002,71183.117188,27.74,100.79,36.349998,PM10,5685
23.719999,33.369999,8.880000,2.830000,0.480000,62.500000,-2.380000,3.290000,286.290009,88.860001,70895.546875,27.75,100.94,33.885712,PM2.5,5686
25.010000,34.720001,8.630000,2.940000,0.510000,60.389999,-1.930000,3.560000,284.649994,93.500000,68960.546875,27.75,101.09,35.728573,PM2.5,5687
26.370001,37.209999,9.090000,3.940000,0.620000,59.419998,-1.510000,3.580000,284.910004,92.629997,69293.046875,27.76,101.24,37.671429,PM2.5,5688
28.820000,41.150002,9.500000,4.570000,0.720000,58.090000,-1.760000,2.870000,285.709991,92.699997,70680.539062,27.76,101.4,41.171429,PM2.5,5689
30.480000,42.950001,9.170000,4.420000,0.730000,57.419998,-2.440000,2.630000,285.549988,94.220001,70714.406250,27.76,101.55,43.542858,PM2.5,5690
31.260000,43.630001,8.790000,4.580000,0.720000,56.450001,-2.730000,2.100000,285.510010,95.860001,71077.867188,27.77,101.7,44.657143,PM2.5,5691
30.650000,43.270000,8.750000,4.590000,0.720000,57.509998,-1.870000,1.420000,287.709991,90.980003,74301.851562,27.77,101.86,43.785713,PM2.5,5692
28.430000,43.619999,9.730000,7.800000,0.870000,56.040001,-0.090000,0.330000,291.470001,78.019997,79051.601562,27.78,102.01,43.619999,PM10,5693
27.040001,43.580002,10.540000,10.860000,0.930000,52.820000,1.080000,0.090000,294.049988,71.370003,82794.429688,27.78,102.16,43.580002,PM10,5694
